,TagID,AirportID,isTransit,ArrFlNum,DepFlNum,ArrDateTime,DepDateTime,ArrTerminal,DepartureTerminal,Status
0,50016291,SVO,0,,OA666T,,,,,0
1,50017190,SVO,0,,OA777T,,,,,0
2,50012678,SVO,0,,OA666T,,,,,0
3,50017619,SVO,0,,OA666T,,,,,0
4,50017621,SVO,0,,OA666T,,,,,0
5,50017504,SVO,0,,OA777T,,,,,0
6,50017193,SVO,0,,OA777T,,,,,0
7,50017311,SVO,0,,OA666T,,,,,0
8,50017210,SVO,0,,OA666T,,,,,0
9,50016296,SVO,0,,OA666T,,,,,0
10,50017185,SVO,0,,OA777T,,,,,0
11,50016292,SVO,0,,OA666T,,,,,0
12,50016295,SVO,0,,OA666T,,,,,0
13,50017183,SVO,0,,OA777T,,,,,0
14,50017211,SVO,0,,OA666T,,,,,0
15,50016281,SVO,0,,OA666T,,,,,0
16,50017617,SVO,0,,OA666T,,,,,0
17,50016294,SVO,0,,OA666T,,,,,0
18,50017186,SVO,0,,OA777T,,,,,0
19,50017624,SVO,0,,OA666T,,,,,0
20,50017614,SVO,0,,OA666T,,,,,0
21,50017618,SVO,0,,OA666T,,,,,0
22,50017191,SVO,0,,OA777T,,,,,0
23,50017604,SVO,0,,OA666T,,,,,0
24,50017212,SVO,0,,OA666T,,,,,0
25,50017606,SVO,0,,OA666T,,,,,0
26,50016299,SVO,0,,OA666T,,,,,0
27,50016288,SVO,0,,OA666T,,,,,0
28,578926296,SVO,0,,OA666T,,,,,0
29,50017615,SVO,0,,OA666T,,,,,0
30,50017189,SVO,0,,OA777T,,,,,0
31,50016283,SVO,0,,OA666T,,,,,0
32,50017603,SVO,0,,OA666T,,,,,0
33,50017800,SVO,0,,OA666T,,,,,0
34,50017620,SVO,0,,OA666T,,,,,0
35,50016289,SVO,0,,OA666T,,,,,0
36,50017607,SVO,0,,OA666T,,,,,0
37,50016285,SVO,0,,OA666T,,,,,0
38,50017182,SVO,0,,OA777T,,,,,0
39,50016280,SVO,0,,OA666T,,,,,0
40,50017609,SVO,0,,OA666T,,,,,0
41,50017506,SVO,0,,OA777T,,,,,0
42,50017608,SVO,0,,OA666T,,,,,0
43,50016286,SVO,0,,OA666T,,,,,0
44,50017616,SVO,0,,OA666T,,,,,0
45,50017184,SVO,0,,OA777T,,,,,0
46,50017613,SVO,0,,OA666T,,,,,0
47,50017623,SVO,0,,OA666T,,,,,0
48,50016284,SVO,0,,OA666T,,,,,0
49,50017505,SVO,0,,OA777T,,,,,0
50,50016293,SVO,0,,OA666T,,,,,0
51,50016287,SVO,0,,OA666T,,,,,0
52,50017610,SVO,0,,OA666T,,,,,0
53,12345678,SVO,0,,OA666T,,,,,0
54,50017605,SVO,0,,OA666T,,,,,0
55,50016298,SVO,0,,OA666T,,,,,0
56,50017700,SVO,0,,OA777T,,,,,0
57,555123453,SVO,0,,OA666T,,,,,0
58,50017187,SVO,0,,OA777T,,,,,0
59,50017622,SVO,0,,OA666T,,,,,0
60,50017188,SVO,0,,OA777T,,,,,0
61,50017313,SVO,0,,OA666T,,,,,0
62,50017181,SVO,0,,OA777T,,,,,0
63,50017612,SVO,0,,OA666T,,,,,0
64,50017312,SVO,0,,OA666T,,,,,0
65,50016290,SVO,0,,OA666T,,,,,0
66,50017192,SVO,0,,OA777T,,,,,0
67,50016297,SVO,0,,OA666T,,,,,0
68,50017611,SVO,0,,OA666T,,,,,0
69,8555245002,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
70,8555244969,SVO,1,SU1011,SU1512,22.04.20 21:20:00,23.04.20 01:35:00,B,B,0
71,8555245022,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
72,8555245020,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
73,8555245040,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
74,8555245005,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
75,8555245014,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
76,8555244905,SVO,1,SU1143,SU1512,22.04.20 20:40:00,23.04.20 01:35:00,B,B,0
77,8555245023,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
78,8555245029,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
79,8555245001,SVO,0,,SU1512,,23.04.20 01:35:00,,B,0
