,TagID,AirportID,isTransit,ArrFlNum,DepFlNum,ArrDateTime,DepDateTime,ArrTerminal,DepartureTerminal,Status
0,50017648,SVO,0,,OA666T,,,,,0
1,50017625,SVO,0,,OA666T,,,,,0
2,50017642,SVO,0,,OA666T,,,,,0
3,50017649,SVO,0,,OA666T,,,,,0
4,50017637,SVO,0,,OA666T,,,,,0
5,50017628,SVO,0,,OA666T,,,,,0
6,50017630,SVO,0,,OA666T,,,,,0
7,50017635,SVO,0,,OA666T,,,,,0
8,50017801,SVO,0,,OA666T,,,,,0
9,50017643,SVO,0,,OA666T,,,,,0
10,50017636,SVO,0,,OA666T,,,,,0
11,50017639,SVO,0,,OA666T,,,,,0
12,50017626,SVO,0,,OA666T,,,,,0
13,50017645,SVO,0,,OA666T,,,,,0
14,50017638,SVO,0,,OA666T,,,,,0
15,50017803,SVO,0,,OA666T,,,,,0
16,50017641,SVO,0,,OA666T,,,,,0
17,50017633,SVO,0,,OA666T,,,,,0
18,50017632,SVO,0,,OA666T,,,,,0
19,50017646,SVO,0,,OA666T,,,,,0
20,50017629,SVO,0,,OA666T,,,,,0
21,50017650,SVO,0,,OA666T,,,,,0
22,50017802,SVO,0,,OA666T,,,,,0
23,50017634,SVO,0,,OA666T,,,,,0
24,50017647,SVO,0,,OA666T,,,,,0
25,50017804,SVO,0,,OA666T,,,,,0
26,50017644,SVO,0,,OA666T,,,,,0
27,50017631,SVO,0,,OA666T,,,,,0
28,50017640,SVO,0,,OA666T,,,,,0
29,50017627,SVO,0,,OA666T,,,,,0
30,8555245637,SVO,1,SU1311,SU1512,23.04.20 19:15:00,24.04.20 01:35:00,B,B,0
31,8555245793,SVO,1,SU1059,SU1512,23.04.20 21:40:00,24.04.20 01:35:00,B,B,0
32,8555245789,SVO,1,SU1059,SU1512,23.04.20 21:40:00,24.04.20 01:35:00,B,B,0
33,8555245771,SVO,1,SU1059,SU1512,23.04.20 21:40:00,24.04.20 01:35:00,B,B,0
34,8555245824,SVO,0,,SU1512,,24.04.20 01:35:00,,B,0
35,8555245770,SVO,1,SU1059,SU1512,23.04.20 21:40:00,24.04.20 01:35:00,B,B,0
36,8555245822,SVO,0,,SU1512,,24.04.20 01:35:00,,B,0
37,8555245823,SVO,0,,SU1512,,24.04.20 01:35:00,,B,0
38,8555245821,SVO,0,,SU1512,,24.04.20 01:35:00,,B,0
39,8555245769,SVO,1,SU1059,SU1512,23.04.20 21:40:00,24.04.20 01:35:00,B,B,0
40,8555245423,SVO,1,SU1101,SU1512,23.04.20 15:25:00,24.04.20 01:35:00,B,B,0
41,8555245604,SVO,1,SU11,SU1512,24.04.20 12:00:00,24.04.20 01:35:00,B,B,0
42,8555244997,SVO,1,SU11,SU1512,23.04.20 12:00:00,24.04.20 01:35:00,B,B,0
43,8555245768,SVO,1,SU1059,SU1512,23.04.20 21:40:00,24.04.20 01:35:00,B,B,0
44,3555971605,SVO,1,SU1731,SU1332,23.04.20 12:40:00,24.04.20 08:10:00,B,B,0
45,3555971726,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
46,3555971724,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
47,3555971694,SVO,1,SU1011,SU1332,23.04.20 21:20:00,24.04.20 08:10:00,B,B,0
48,3555971606,SVO,1,SU1731,SU1332,23.04.20 12:40:00,24.04.20 08:10:00,B,B,0
49,3555971733,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
50,3555971723,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
51,3555971681,SVO,1,SU1059,SU1332,23.04.20 21:40:00,24.04.20 08:10:00,B,B,0
52,3555971721,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
53,3555971725,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
54,3555971720,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
55,3555971719,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
56,3555971672,SVO,1,SU1233,SU1332,23.04.20 19:40:00,24.04.20 08:10:00,B,B,0
57,3555971727,SVO,0,,SU1332,,24.04.20 08:10:00,,B,0
58,5555056441,SVO,1,SU1175,SU10,23.04.20 20:30:00,24.04.20 08:20:00,B,B,0
59,5555056511,SVO,1,SU1647,SU10,24.04.20 07:00:00,24.04.20 08:20:00,B,B,0
60,9555075876,SVO,0,,SU1500,,24.04.20 08:25:00,,B,0
61,9555075621,SVO,1,SU1621,SU1500,23.04.20 15:30:00,24.04.20 08:25:00,B,B,0
62,9555075620,SVO,1,SU1621,SU1500,23.04.20 15:30:00,24.04.20 08:25:00,B,B,0
63,9555075879,SVO,0,,SU1500,,24.04.20 08:25:00,,B,0
64,9555075622,SVO,1,SU1621,SU1500,23.04.20 15:30:00,24.04.20 08:25:00,B,B,0
65,9555075682,SVO,1,SU23,SU1500,23.04.20 19:00:00,24.04.20 08:25:00,B,B,0
66,9555075873,SVO,0,,SU1500,,24.04.20 08:25:00,,B,0
67,9555075869,SVO,0,,SU1500,,24.04.20 08:25:00,,B,0
68,9555075880,SVO,0,,SU1500,,24.04.20 08:25:00,,B,0
69,9555075871,SVO,0,,SU1500,,24.04.20 08:25:00,,B,0
70,9555075877,SVO,0,,SU1500,,24.04.20 08:25:00,,B,0
71,7555512541,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
72,7555512245,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
73,7555512251,SVO,1,SU1703,SU1162,23.04.20 15:50:00,24.04.20 09:00:00,B,B,0
74,2555655657,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
75,7555512561,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
76,7555512549,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
77,7555512243,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
78,7555512248,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
79,7555512247,SVO,1,SU1743,SU1162,23.04.20 12:45:00,24.04.20 09:00:00,B,B,0
80,7555512244,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
81,7555512250,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
82,7555512242,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
83,7555512546,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
84,7555512542,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
85,7555512241,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
86,2555655658,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
87,7555512240,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
88,7555512246,SVO,1,SU1731,SU1162,23.04.20 12:40:00,24.04.20 09:00:00,B,B,0
89,7555512556,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
90,7555512515,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
91,7555512544,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
92,7555512551,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
93,7555512555,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
94,2555511768,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
95,7555512557,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
96,7555512239,SVO,1,SU1711,SU1162,23.04.20 10:35:00,24.04.20 09:00:00,B,B,0
97,7555512554,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
98,7555512552,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
99,2555511772,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
100,2555655660,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
101,7555512543,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
102,7555512545,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
103,7555512517,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
104,7555512528,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
105,2555655659,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
106,7555512518,SVO,1,SU1407,SU1162,24.04.20 07:30:00,24.04.20 09:00:00,B,B,0
107,7555512537,SVO,0,,SU1162,,24.04.20 09:00:00,,B,0
