,TagID,AirportID,isTransit,ArrFlNum,DepFlNum,ArrDateTime,DepDateTime,ArrTerminal,DepartureTerminal,Status
0,50017531,SVO,0,,OA666T,,,,,0
1,954877577,SVO,0,,XX186,,,,,0
2,954877574,SVO,0,,XX186,,,,,0
3,50017526,SVO,0,,OA666T,,,,,0
4,50017809,SVO,0,,OA666T,,,,,0
5,50017532,SVO,0,,OA666T,,,,,0
6,555237011,SVO,0,,OA666T,,,,,0
7,50017223,SVO,0,,OA666T,,,,,0
8,50017544,SVO,0,,OA666T,,,,,0
9,954877582,SVO,0,,XX186,,,,,0
10,954877587,SVO,0,,XX186,,,,,0
11,954877598,SVO,0,,XX186,,,,,0
12,50017534,SVO,0,,OA666T,,,,,0
13,954877592,SVO,0,,XX186,,,,,0
14,954877566,SVO,0,,XX186,,,,,0
15,954877575,SVO,0,,XX186,,,,,0
16,50017535,SVO,0,,OA666T,,,,,0
17,50017530,SVO,0,,OA666T,,,,,0
18,954877590,SVO,0,,XX186,,,,,0
19,50017536,SVO,0,,OA666T,,,,,0
20,954877568,SVO,0,,XX186,,,,,0
21,50017808,SVO,0,,OA666T,,,,,0
22,954877589,SVO,0,,XX186,,,,,0
23,954877573,SVO,0,,XX186,,,,,0
24,954875367,SVO,0,,XX186,,,,,0
25,954877586,SVO,0,,XX186,,,,,0
26,50017221,SVO,0,,OA666T,,,,,0
27,50017545,SVO,0,,OA666T,,,,,0
28,50017539,SVO,0,,OA666T,,,,,0
29,954877576,SVO,0,,XX186,,,,,0
30,50017224,SVO,0,,OA666T,,,,,0
31,954877565,SVO,0,,XX186,,,,,0
32,954877584,SVO,0,,XX186,,,,,0
33,954877596,SVO,0,,XX186,,,,,0
34,954877588,SVO,0,,XX186,,,,,0
35,954877595,SVO,0,,XX186,,,,,0
36,954877591,SVO,0,,XX186,,,,,0
37,6628246885,SVO,0,,B28978,,,,,0
38,50017533,SVO,0,,OA666T,,,,,0
39,50017540,SVO,0,,OA666T,,,,,0
40,50017543,SVO,0,,OA666T,,,,,0
41,954877579,SVO,0,,XX186,,,,,0
42,50017541,SVO,0,,OA666T,,,,,0
43,50017222,SVO,0,,OA666T,,,,,0
44,954877570,SVO,0,,XX186,,,,,0
45,954877593,SVO,0,,XX186,,,,,0
46,50017528,SVO,0,,OA666T,,,,,0
47,954877567,SVO,0,,XX186,,,,,0
48,50017225,SVO,0,,OA666T,,,,,0
49,50017527,SVO,0,,OA666T,,,,,0
50,50017547,SVO,0,,OA666T,,,,,0
51,954877572,SVO,0,,XX186,,,,,0
52,954877581,SVO,0,,XX186,,,,,0
53,50017548,SVO,0,,OA666T,,,,,0
54,954877583,SVO,0,,XX186,,,,,0
55,954877578,SVO,0,,XX186,,,,,0
56,50017537,SVO,0,,OA666T,,,,,0
57,50017549,SVO,0,,OA666T,,,,,0
58,50017538,SVO,0,,OA666T,,,,,0
59,954877594,SVO,0,,XX186,,,,,0
60,50017546,SVO,0,,OA666T,,,,,0
61,954877571,SVO,0,,XX186,,,,,0
62,50017542,SVO,0,,OA666T,,,,,0
63,6628246884,SVO,0,,B28978,,,,,0
64,555237012,SVO,0,,OA666T,,,,,0
65,954877580,SVO,0,,XX186,,,,,0
66,12121212,SVO,0,,OA666T,,,,,0
67,954877599,SVO,0,,XX186,,,,,0
68,50017529,SVO,0,,OA666T,,,,,0
69,5001580,SVO,0,,OA666T,,,,,0
70,954877585,SVO,0,,XX186,,,,,0
71,954877569,SVO,0,,XX186,,,,,0
72,954877597,SVO,0,,XX186,,,,,0
73,8555247810,SVO,1,SU1743,SU1512,26.04.20 12:45:00,27.04.20 01:35:00,B,B,0
74,8555248556,SVO,1,SU1659,SU1512,26.04.20 23:55:00,27.04.20 01:35:00,B,B,0
75,8555248578,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
76,8555248562,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
77,8555248480,SVO,1,SU1175,SU1512,26.04.20 20:30:00,27.04.20 01:35:00,B,B,0
78,8555248460,SVO,1,SU23,SU1512,26.04.20 19:00:00,27.04.20 01:35:00,B,B,0
79,8555248574,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
80,8555248575,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
81,8555248585,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
82,8555248515,SVO,1,SU1059,SU1512,26.04.20 21:40:00,27.04.20 01:35:00,B,B,0
83,8555248572,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
84,8555248564,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
85,8555248563,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
86,8555248435,SVO,1,SU23,SU1512,26.04.20 19:00:00,27.04.20 01:35:00,B,B,0
87,8555248534,SVO,1,SU1059,SU1512,26.04.20 21:40:00,27.04.20 01:35:00,B,B,0
88,8555248492,SVO,1,SU1143,SU1512,26.04.20 20:40:00,27.04.20 01:35:00,B,B,0
89,8555248566,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
90,8555248557,SVO,1,SU1659,SU1512,26.04.20 23:55:00,27.04.20 01:35:00,B,B,0
91,8555248561,SVO,0,,SU1512,,27.04.20 01:35:00,,B,0
92,8555248402,SVO,1,SU23,SU1512,26.04.20 19:00:00,27.04.20 01:35:00,B,B,0
