,TagID,AirportID,isTransit,ArrFlNum,DepFlNum,ArrDateTime,DepDateTime,ArrTerminal,DepartureTerminal,Status
0,555123455,SVO,0,,OA666T,,,,,0
1,555123454,SVO,0,,OA666T,,,,,0
2,50017272,SVO,0,,OA222T,,,,,0
3,50017298,SVO,0,,OA222T,,,,,0
4,50017281,SVO,0,,OA222T,,,,,0
5,50017912,SVO,0,,OA222T,,,,,0
6,6628247579,SVO,0,,B28978,,,,,0
7,50017268,SVO,0,,OA222T,,,,,0
8,6628247580,SVO,0,,B28978,,,,,0
9,50017282,SVO,0,,OA222T,,,,,0
10,50017246,SVO,0,,OA222T,,,,,0
11,50017239,SVO,0,,OA222T,,,,,0
12,50017821,SVO,0,,OA333T,,,,,0
13,50017296,SVO,0,,OA222T,,,,,0
14,50017271,SVO,0,,OA222T,,,,,0
15,50017275,SVO,0,,OA222T,,,,,0
16,50017288,SVO,0,,OA222T,,,,,0
17,555123458,SVO,0,,OA666T,,,,,0
18,50017266,SVO,0,,OA222T,,,,,0
19,50017824,SVO,0,,OA333T,,,,,0
20,50017291,SVO,0,,OA222T,,,,,0
21,50017914,SVO,0,,OA222T,,,,,0
22,555123456,SVO,0,,OA666T,,,,,0
23,50017261,SVO,0,,OA222T,,,,,0
24,50017249,SVO,0,,OA222T,,,,,0
25,50017237,SVO,0,,OA222T,,,,,0
26,50017295,SVO,0,,OA222T,,,,,0
27,50017270,SVO,0,,OA222T,,,,,0
28,50017905,SVO,0,,OA222T,,,,,0
29,50017254,SVO,0,,OA222T,,,,,0
30,50017241,SVO,0,,OA222T,,,,,0
31,50017705,SVO,0,,OA666T,,,,,0
32,50017250,SVO,0,,OA222T,,,,,0
33,50017274,SVO,0,,OA222T,,,,,0
34,50017242,SVO,0,,OA222T,,,,,0
35,50017257,SVO,0,,OA222T,,,,,0
36,50017913,SVO,0,,OA222T,,,,,0
37,50017286,SVO,0,,OA222T,,,,,0
38,124,SVO,0,,OA222T,,,,,0
39,50017258,SVO,0,,OA222T,,,,,0
40,50017279,SVO,0,,OA222T,,,,,0
41,50017235,SVO,0,,OA222T,,,,,0
42,50017260,SVO,0,,OA222T,,,,,0
43,50017822,SVO,0,,OA333T,,,,,0
44,50017911,SVO,0,,OA222T,,,,,0
45,50017234,SVO,0,,OA222T,,,,,0
46,50017243,SVO,0,,OA222T,,,,,0
47,50017252,SVO,0,,OA222T,,,,,0
48,555123457,SVO,0,,OA666T,,,,,0
49,50017293,SVO,0,,OA222T,,,,,0
50,50017263,SVO,0,,OA222T,,,,,0
51,50017247,SVO,0,,OA222T,,,,,0
52,123456,SVO,0,,OA222T,,,,,0
53,50017292,SVO,0,,OA222T,,,,,0
54,50017289,SVO,0,,OA222T,,,,,0
55,50017278,SVO,0,,OA222T,,,,,0
56,50017244,SVO,0,,OA222T,,,,,0
57,6628247577,SVO,0,,B28978,,,,,0
58,50017276,SVO,0,,OA222T,,,,,0
59,50017277,SVO,0,,OA222T,,,,,0
60,50017238,SVO,0,,OA222T,,,,,0
61,50017820,SVO,0,,OA333T,,,,,0
62,50017233,SVO,0,,OA222T,,,,,0
63,50017264,SVO,0,,OA222T,,,,,0
64,789456,SVO,0,,OA222T,,,,,0
65,50017262,SVO,0,,OA222T,,,,,0
66,50017915,SVO,0,,OA222T,,,,,0
67,123478,SVO,0,,OA222T,,,,,0
68,50017283,SVO,0,,OA222T,,,,,0
69,50017259,SVO,0,,OA222T,,,,,0
70,50017284,SVO,0,,OA222T,,,,,0
