,TagID,AirportID,isTransit,ArrFlNum,DepFlNum,ArrDateTime,DepDateTime,ArrTerminal,DepartureTerminal,Status
0,50017199,SVO,0,,OA777T,,,,,0
1,50017510,SVO,0,,OA666T,,,,,0
2,50017679,SVO,0,,OA666T,,,,,0
3,50017687,SVO,0,,OA666T,,,,,0
4,50017370,SVO,0,,OA777T,,,,,0
5,50017197,SVO,0,,OA777T,,,,,0
6,50017652,SVO,0,,OA666T,,,,,0
7,50017690,SVO,0,,OA666T,,,,,0
8,50017519,SVO,0,,OA666T,,,,,0
9,50017701,SVO,0,,OA777T,,,,,0
10,50017695,SVO,0,,OA666T,,,,,0
11,50017349,SVO,0,,OA777T,,,,,0
12,50017699,SVO,0,,OA666T,,,,,0
13,50017685,SVO,0,,OA666T,,,,,0
14,50017214,SVO,0,,OA666T,,,,,0
15,50017358,SVO,0,,OA777T,,,,,0
16,50012679,SVO,0,,OA666T,,,,,0
17,50017215,SVO,0,,OA666T,,,,,0
18,50017692,SVO,0,,OA666T,,,,,0
19,50017316,SVO,0,,OA777T,,,,,0
20,50017320,SVO,0,,OA777T,,,,,0
21,50017213,SVO,0,,OA666T,,,,,0
22,50017691,SVO,0,,OA666T,,,,,0
23,50017355,SVO,0,,OA777T,,,,,0
24,50017684,SVO,0,,OA666T,,,,,0
25,50017688,SVO,0,,OA666T,,,,,0
26,50017654,SVO,0,,OA666T,,,,,0
27,50017367,SVO,0,,OA777T,,,,,0
28,50017621,SVO,0,,OA666T,,,,,0
29,50017677,SVO,0,,OA666T,,,,,0
30,50017364,SVO,0,,OA777T,,,,,0
31,50017338,SVO,0,,OA777T,,,,,0
32,50017521,SVO,0,,OA666T,,,,,0
33,50017518,SVO,0,,OA666T,,,,,0
34,50017371,SVO,0,,OA777T,,,,,0
35,555123456,SVO,0,,OA666T,,,,,0
36,50017669,SVO,0,,OA666T,,,,,0
37,50017352,SVO,0,,OA777T,,,,,0
38,50017512,SVO,0,,OA666T,,,,,0
39,50017348,SVO,0,,OA777T,,,,,0
